Set_Number,Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time
182,DynPy,1.053924562,0.011954026,0.005319547,0.098641395,0.011667626,0.013292311,0.015873893,0.253708473,2.36E-07,0.055566093,0.162281957,0.142376673,0.32931793,0.30666626,0.030460839,0.11206173,0.028489806,0.455300981,1.287041623,0.234653022,0.470205515,0.1489423,0.811854791,0.336851999,27.98891173,0.011640288,0.013263842,0.015835013,0.253236781,0.15229055,0.004714724,0.041058505,0.022192224,1.01E-05,1.626689865,0.014285788,108.8802209
183,DynPy,0.991409437,0.011955073,0.005319333,0.099104388,0.011578017,0.013249119,0.015868071,0.166650829,2.36E-07,0.054649077,0.143594002,0.12706839,0.310905207,0.29019809,0.029341775,0.10144104,0.031331489,0.441407419,1.165181935,0.257531875,0.42969804,0.137812602,0.770409581,0.322853088,28.06308731,0.011546609,0.013216265,0.015823075,0.166292087,0.133453425,0.003649593,0.034564912,0.021652062,1.02E-05,1.60748129,0.014492514,110.3175142
184,DynPy,1.038022885,0.011954639,0.005318092,0.098545061,0.011562916,0.013259084,0.015768835,0.235291639,2.37E-07,0.055941267,0.162338679,0.132854018,0.353713293,0.331749172,0.031846431,0.105974219,0.029074729,0.475474065,1.217494261,0.239796587,0.450015076,0.146273038,0.789782967,0.330789945,23.26777656,0.011536579,0.013231478,0.01573129,0.234866391,0.152606361,0.004521566,0.045977835,0.017754891,1.02E-05,1.645077855,0.013952035,108.6186931
185,DynPy,1.034534828,0.011954293,0.005314551,0.098282917,0.011609755,0.013232157,0.015857625,0.233232755,2.35E-07,0.055191632,0.160790588,0.138089249,0.353509236,0.335710326,0.029852683,0.109064544,0.027939345,0.446238412,1.253786005,0.230700684,0.459826152,0.145362036,0.792705714,0.329785007,28.72606934,0.011582161,0.013203408,0.015818226,0.232792877,0.150756878,0.004509739,0.038581593,0.017486798,1.01E-05,1.619843115,0.014345681,110.5206788
186,DynPy,1.064729398,0.011953885,0.005321624,0.099069937,0.011657289,0.013255069,0.015796739,0.259829976,2.37E-07,0.056184899,0.160133059,0.144768911,0.333939762,0.316736872,0.030025146,0.114796631,0.032661124,0.452218569,1.317922659,0.268717995,0.481626159,0.151806415,0.841855103,0.349755514,29.10301309,0.011629798,0.013226494,0.015757796,0.259343752,0.15021352,0.004763842,0.035298155,0.020757582,1.01E-05,1.638068314,0.014185786,108.8743291
187,DynPy,1.018750432,0.01195452,0.005311368,0.098907219,0.011714441,0.013242587,0.015831009,0.225460181,2.36E-07,0.055797698,0.155807682,0.134593175,0.330004465,0.312935812,0.024827866,0.105663245,0.031103962,0.376851913,1.215420513,0.256025606,0.439808368,0.135373169,0.769665072,0.318169529,24.3874946,0.011686797,0.013214021,0.015791957,0.225038011,0.146150429,0.004426321,0.04181401,0.022033837,1.03E-05,1.64727422,0.013810734,110.393935
188,DynPy,1.354298433,0.011964253,0.005317565,0.099217675,0.011756974,0.013241124,0.015747487,0.10001655,2.37E-07,0.052366482,0.103762137,0.146721699,0.310362323,0.293344038,0.025209703,0.115154204,0.032756906,0.383035046,1.323024312,0.269147238,0.476814985,0.145465444,0.854985931,0.337958153,23.88118622,0.011755549,0.013239657,0.015745492,0.100006935,0.103411943,0.058522475,0.037750926,0.020683318,9.98E-06,1.514695795,0.016218518,108.4635708
189,DynPy,1.363383638,0.011964131,0.005320971,0.098601556,0.011753442,0.013201861,0.01591427,0.108261345,2.37E-07,0.052141638,0.110129882,0.147385626,0.313669102,0.295408346,0.02445556,0.117211625,0.030162564,0.370412108,1.34582015,0.248734945,0.48482252,0.144744689,0.851257063,0.333257631,26.36925006,0.011751994,0.013200375,0.015912221,0.108250767,0.109752138,0.058214896,0.045330888,0.022764754,9.99E-06,1.509272044,0.016311005,109.8063004
190,DynPy,1.332129544,0.011963079,0.005316541,0.097697228,0.011660789,0.013211781,0.015892211,0.101549142,2.36E-07,0.051841052,0.110940186,0.143953842,0.335023451,0.314713319,0.028039466,0.112982616,0.026273805,0.41884491,1.29833493,0.217708519,0.472909859,0.145931351,0.825401221,0.326921156,27.95081625,0.011659303,0.013210243,0.015890094,0.101538879,0.110546656,0.055703381,0.041435712,0.017260651,1.00E-05,1.505833587,0.016288465,108.1247866
191,DynPy,0.945773453,0.011956368,0.005312541,0.09904779,0.01153679,0.013218139,0.015631593,0.142192286,2.35E-07,0.054587897,0.138556297,0.111978394,0.337143803,0.315891412,0.025782443,0.08813305,0.031178588,0.390440322,1.013660399,0.25633158,0.374660291,0.121902372,0.689103651,0.292598456,24.44827525,0.011505745,0.013185624,0.015587622,0.141888646,0.128844502,0.003241451,0.040155257,0.017553264,1.04E-05,1.629334148,0.013910439,110.2193754
192,DynPy,0.988720879,0.011955048,0.005313423,0.098048353,0.011634191,0.013271077,0.015825938,0.170945297,2.36E-07,0.054426864,0.145471561,0.127368222,0.332552402,0.315402961,0.027898578,0.10109652,0.028660445,0.418809933,1.162489779,0.237284047,0.425537832,0.135495448,0.750596979,0.312142795,25.87607588,0.011603186,0.013238747,0.01578185,0.170583784,0.135366931,0.003721939,0.037549321,0.022883339,1.03E-05,1.606567733,0.014449856,108.7075951
193,DynPy,1.367242527,0.011963579,0.00532126,0.099104044,0.011680221,0.013221166,0.015902215,0.098492732,2.36E-07,0.052257541,0.107339037,0.144081812,0.334880514,0.317295163,0.027827175,0.114967375,0.031060517,0.419209389,1.319993934,0.255183356,0.480247736,0.147726674,0.857363495,0.341255436,22.65085136,0.011678851,0.013219749,0.015900266,0.098483573,0.10698857,0.058621073,0.044852562,0.021492334,9.93E-06,1.510221821,0.016328503,109.5181322
194,DynPy,0.997142052,0.011954949,0.005310852,0.098681603,0.011649836,0.013289886,0.01585499,0.188571233,2.36E-07,0.055000506,0.152159026,0.128622802,0.323250687,0.301045898,0.028216094,0.102605516,0.031955133,0.425801561,1.180397125,0.263635783,0.431380757,0.137374823,0.774315245,0.324027814,22.23671367,0.011620532,0.013259327,0.0158133,0.188194839,0.142145414,0.003975759,0.038595684,0.017876276,1.02E-05,1.618531465,0.01432749,108.6029372
195,DynPy,0.979376002,0.011955333,0.005316533,0.098825476,0.011614489,0.013294105,0.015718251,0.165854644,2.36E-07,0.054882584,0.143869066,0.123690443,0.34560586,0.328366343,0.028032945,0.09700848,0.032515693,0.423546004,1.11485284,0.26805147,0.409721623,0.13300187,0.748588265,0.314896732,22.45059621,0.011583756,0.013261948,0.015674774,0.165506386,0.133941921,0.003639598,0.034960758,0.018204583,1.03E-05,1.621624082,0.014185141,110.4457858
196,DynPy,1.02304202,0.011954618,0.005311025,0.099167674,0.011654476,0.013218179,0.015913295,0.227319021,2.37E-07,0.055675125,0.160288459,0.133146448,0.311522966,0.291703187,0.026276982,0.105561491,0.03261429,0.398605794,1.21433876,0.268131877,0.442321908,0.136913856,0.782693242,0.324499582,26.52550445,0.011627424,0.013190133,0.015874683,0.226900346,0.150506651,0.004449397,0.043728792,0.01809318,1.02E-05,1.639155918,0.014016191,108.4315109
197,DynPy,0.962044017,0.011955532,0.005310381,0.098076529,0.011515849,0.013246131,0.015692549,0.147973346,2.37E-07,0.054143274,0.137676878,0.121342576,0.302577366,0.280292389,0.029544114,0.0944522,0.029161608,0.442773405,1.086716209,0.241475263,0.403191464,0.132812805,0.72780978,0.305761894,24.55249899,0.011483303,0.013211909,0.015646188,0.14764147,0.127575981,0.003348612,0.035052006,0.022885117,1.03E-05,1.60319876,0.014453919,110.2753043
198,DynPy,0.993745654,0.011955028,0.005317323,0.098045565,0.011634962,0.013268284,0.015675068,0.182174445,2.35E-07,0.054906542,0.147549814,0.127566366,0.345101117,0.322644657,0.027638504,0.100339909,0.02725989,0.414098675,1.152953695,0.225449981,0.422248505,0.135417473,0.738664072,0.307510941,29.08813645,0.011605254,0.013237315,0.01563323,0.181805332,0.137702507,0.003886159,0.039243839,0.022102167,1.03E-05,1.626134533,0.014046539,108.7617655
199,DynPy,1.052264636,0.011954302,0.005317499,0.099317336,0.01159615,0.013265603,0.015878658,0.238406502,2.36E-07,0.05599913,0.159795568,0.137988951,0.341706603,0.321995037,0.031566436,0.109350886,0.031664226,0.473516309,1.256391296,0.259809947,0.462465643,0.148256534,0.817275949,0.343562774,28.62833241,0.011568925,0.013237134,0.015839689,0.237962373,0.149938751,0.004560593,0.040078124,0.019569183,1.01E-05,1.638972485,0.014173615,110.4757483
200,DynPy,1.014398641,0.011954579,0.005314803,0.097981605,0.011647452,0.013283133,0.015781227,0.224251164,2.36E-07,0.055600384,0.157341432,0.133750859,0.308257172,0.290573322,0.029026834,0.105232088,0.028030322,0.434511243,1.209689885,0.232086174,0.442449296,0.141248125,0.769612243,0.320645409,25.24766351,0.011619987,0.013254503,0.015742328,0.223831582,0.147596193,0.004401914,0.041240958,0.019216474,1.02E-05,1.64017323,0.013991633,108.6333361
1,SteadPy,1.016115838,0.011954328,0.005319337,0.098420524,0.011661229,0.013231189,0.01592219,0.226050413,2.35E-07,0.054865084,0.158734144,0.137542803,0.339491775,0.322107215,0.027464016,0.108277968,0.026892833,0.411515828,1.243650673,0.221644071,0.453501008,0.140588381,0.773108913,0.319919427,26.40339273,0.011633076,0.013201989,0.015882006,0.225617356,0.14868212,0.004424252,0.037513436,0.018143763,1.02E-05,1.614855004,0.014379513,185.6211805
2,SteadPy,1.064722518,0.011953864,0.005319508,0.098240819,0.011700778,0.013264276,0.015820807,0.277868445,2.35E-07,0.055373092,0.167803543,0.145057981,0.358880965,0.337196327,0.028878812,0.115251553,0.026805747,0.431667514,1.323676594,0.221244495,0.48100849,0.149869802,0.812810895,0.334942884,25.39274228,0.011674117,0.013236649,0.015783123,0.277366049,0.157739873,0.004935036,0.043996089,0.021764913,1.01E-05,1.620575975,0.014378821,195.1984041
3,SteadPy,1.012122622,0.011954479,0.00531758,0.098590877,0.011641627,0.013288641,0.015854294,0.205656681,2.36E-07,0.05465641,0.154542981,0.135315356,0.318935665,0.301008533,0.029876449,0.106517636,0.027376662,0.446222231,1.223837697,0.225431518,0.448315505,0.143079942,0.777090375,0.322960208,23.900768,0.011612345,0.013258087,0.015812608,0.205246206,0.144372999,0.004182849,0.038854519,0.022126616,1.02E-05,1.606044567,0.014541752,185.2215297
4,SteadPy,1.064757108,0.011953731,0.005318122,0.098553696,0.011736815,0.013208182,0.015821723,0.300485823,2.37E-07,0.056274359,0.166161969,0.147323451,0.363908428,0.345377133,0.025182646,0.116491044,0.031487494,0.382120911,1.338241078,0.260030154,0.482965518,0.145996217,0.824506082,0.337000889,24.49996586,0.011710643,0.01318126,0.015784843,0.299954169,0.156397974,0.005118177,0.03677958,0.017619832,1.02E-05,1.647584156,0.013967292,188.1134045
5,SteadPy,1.0257962,0.011954537,0.005316283,0.098959506,0.011643018,0.013281494,0.015697311,0.212372231,2.35E-07,0.055492356,0.155665705,0.134419115,0.309648655,0.292598494,0.029509928,0.107107607,0.031752157,0.444201637,1.23092351,0.261306715,0.450566579,0.144629723,0.800451044,0.335010274,22.7933843,0.011614583,0.013251844,0.015657236,0.211960673,0.145701065,0.004275816,0.04206299,0.022914298,1.01E-05,1.627237011,0.014223717,188.8258238
6,SteadPy,0.957012571,0.01195612,0.005314995,0.099021565,0.011515255,0.013341226,0.015727516,0.146670379,2.36E-07,0.054427066,0.141620908,0.114594925,0.319323118,0.300238803,0.031140203,0.090133251,0.028897772,0.46542554,1.036189683,0.237355573,0.386200138,0.130854686,0.711463571,0.302930803,22.77804506,0.011484329,0.013308473,0.015683363,0.146357796,0.131712599,0.003323588,0.040390671,0.017383626,1.03E-05,1.616879669,0.014158664,191.8930182
7,SteadPy,1.069952831,0.011953739,0.005314902,0.099123525,0.01164491,0.013249282,0.015882244,0.282792916,2.36E-07,0.055964035,0.164719358,0.147265777,0.324438664,0.302503582,0.030687328,0.115520319,0.030216268,0.459795864,1.327869706,0.248125752,0.485267701,0.152491675,0.835640714,0.348013944,27.8561408,0.011618098,0.013221396,0.015844016,0.282276252,0.154743103,0.004959786,0.037852937,0.020724684,1.01E-05,1.632545517,0.014263806,189.7365487
8,SteadPy,1.044466538,0.011954487,0.005319857,0.098874229,0.011688294,0.013249048,0.015827609,0.233117064,2.37E-07,0.056081872,0.158465472,0.135076794,0.356571277,0.335364592,0.026575001,0.1077967,0.033114403,0.403129301,1.238018888,0.272957164,0.450335007,0.140072506,0.795662634,0.330391706,25.63053967,0.01166107,0.01322084,0.015789073,0.232686227,0.148763481,0.004498848,0.04498182,0.022880283,1.02E-05,1.648471154,0.01387872,189.0231845
9,SteadPy,1.02544658,0.011954478,0.005316965,0.099093493,0.011622168,0.01328985,0.015890163,0.210108663,2.36E-07,0.054982556,0.156217706,0.135313084,0.329069352,0.310785328,0.031048324,0.107843817,0.028827343,0.464012144,1.239219343,0.236623169,0.455048502,0.145832783,0.795716945,0.331702941,24.94970012,0.011593337,0.013259715,0.015848959,0.209695086,0.146070345,0.004239552,0.039786037,0.021232047,1.02E-05,1.611294436,0.014492232,188.9979613
10,SteadPy,0.928685984,0.011956456,0.005307201,0.098033853,0.011489547,0.013263032,0.01557021,0.129060064,2.35E-07,0.05368026,0.134181731,0.111172602,0.30076462,0.283156553,0.028786586,0.087633443,0.028116372,0.431266094,1.008929372,0.232694315,0.375490542,0.12608756,0.687228677,0.291905798,22.19078334,0.011456322,0.013227971,0.015523144,0.128763889,0.124125433,0.003000099,0.036859353,0.018617655,1.03E-05,1.599666639,0.014380089,194.9506691
11,SteadPy,0.981610375,0.011954977,0.00531265,0.098512053,0.011662979,0.013223655,0.015620344,0.184235293,2.36E-07,0.054729958,0.147849541,0.128229238,0.314716728,0.295967359,0.025294256,0.101180692,0.026114919,0.379834802,1.163606051,0.215000901,0.423544295,0.133092272,0.727570331,0.298894381,27.75081228,0.011633281,0.013192876,0.015578767,0.183863037,0.138007755,0.003916877,0.039703934,0.022857644,1.03E-05,1.624247393,0.014091413,184.8193643
12,SteadPy,0.984665313,0.011955225,0.005317318,0.098200969,0.011561363,0.013245857,0.015690952,0.169828113,2.36E-07,0.054385089,0.146818068,0.125050489,0.310919417,0.292165601,0.029308968,0.098970716,0.027841988,0.438445832,1.137228943,0.230078428,0.420039618,0.136548447,0.741388637,0.310395791,25.69119646,0.011530936,0.013213991,0.015647785,0.169473447,0.136738731,0.003699135,0.041077018,0.022763347,1.03E-05,1.607363022,0.01440804,187.9791691
13,SteadPy,1.075500396,0.011954023,0.005317055,0.098989055,0.011612386,0.013258396,0.015891513,0.273901765,2.37E-07,0.056433586,0.166386587,0.142368473,0.359398657,0.33839015,0.031917554,0.114115655,0.033591507,0.479862652,1.311223602,0.276684562,0.481574265,0.153215551,0.851220831,0.3557713,22.7805512,0.011586205,0.013231072,0.015854059,0.273411766,0.156507092,0.004893493,0.04139301,0.017808252,1.01E-05,1.643433893,0.014117029,192.6422274
14,SteadPy,0.942678464,0.011956424,0.005312232,0.098203031,0.011568316,0.013302237,0.015789107,0.130110058,2.36E-07,0.053601897,0.134349006,0.111487153,0.325436404,0.304157733,0.027397345,0.088228045,0.028385038,0.411631465,1.014818534,0.234660334,0.374863866,0.123133811,0.683514809,0.288838725,26.23369435,0.011534849,0.013267058,0.015741359,0.129811346,0.124276204,0.003007341,0.039684127,0.021580031,1.04E-05,1.597823322,0.014418519,193.2718277
15,SteadPy,1.080176594,0.011953655,0.005319323,0.098927786,0.011746828,0.013200851,0.015758632,0.317741956,2.36E-07,0.056201604,0.169961917,0.148659077,0.353933403,0.335848104,0.024654873,0.117570453,0.032901504,0.375478524,1.350326125,0.271029567,0.486676753,0.146795438,0.833094834,0.341687507,26.80599918,0.011721027,0.013174348,0.01572245,0.317188209,0.160116108,0.005240643,0.040400688,0.018467224,1.01E-05,1.64232739,0.014065844,186.7942286
16,SteadPy,1.055969104,0.011953972,0.005320185,0.098326812,0.011660419,0.013288241,0.01579989,0.268102432,2.36E-07,0.055835071,0.163866742,0.143233067,0.349135225,0.330923815,0.030809306,0.112568015,0.027342343,0.459581992,1.292689058,0.225622994,0.472674362,0.150451435,0.810412972,0.335893479,26.71003322,0.011633716,0.013260426,0.015762067,0.267615271,0.153992931,0.004849495,0.039527747,0.019456734,1.01E-05,1.63631698,0.014111791,191.4438508
17,SteadPy,1.051572074,0.011953883,0.005320678,0.098674023,0.011705626,0.013256509,0.015977635,0.274202437,2.37E-07,0.055744121,0.164720148,0.144734349,0.336342573,0.315029771,0.028330638,0.115283315,0.027643387,0.424375753,1.323741359,0.227522611,0.480756366,0.147942437,0.814339192,0.33367468,27.23593224,0.01167882,0.01322876,0.015939386,0.273704188,0.15479485,0.004900292,0.03763587,0.018116681,1.02E-05,1.632440819,0.014168402,191.7340991
18,SteadPy,1.039669501,0.011954324,0.005316508,0.099064033,0.011640847,0.013293737,0.015980516,0.236322673,2.36E-07,0.055869825,0.159537795,0.137592983,0.323622711,0.30183044,0.030401396,0.108355105,0.032009121,0.457035527,1.245184084,0.263275151,0.456208919,0.144882065,0.809435169,0.338698924,22.33322158,0.011613425,0.013265112,0.015941164,0.235880938,0.149665601,0.004532658,0.041121739,0.020549145,1.02E-05,1.636849985,0.014118722,191.3735454
19,SteadPy,0.982627076,0.011955601,0.005313674,0.098798345,0.011555162,0.013304727,0.015676923,0.15172494,2.36E-07,0.054656553,0.139725146,0.120482958,0.352188693,0.332242458,0.03042102,0.096066921,0.031114935,0.456605169,1.104631034,0.256352801,0.408967749,0.13581842,0.747647458,0.316822972,27.22659145,0.011523306,0.013271198,0.015631745,0.151393012,0.12970836,0.003406476,0.0356098,0.020333985,1.02E-05,1.614090677,0.014337173,187.9020727
20,SteadPy,1.038598217,0.011954229,0.005317251,0.097856435,0.011619055,0.013273779,0.015732887,0.234861852,2.36E-07,0.055173733,0.161256074,0.139112805,0.342277047,0.322700257,0.031522781,0.110729349,0.027447652,0.469800286,1.272289073,0.2274057,0.467125925,0.150349881,0.804754118,0.33497072,25.05546659,0.011591279,0.013244773,0.015693571,0.234416347,0.151138814,0.004517911,0.039942699,0.019456798,1.01E-05,1.615295682,0.014465546,189.491791
21,SteadPy,1.081126539,0.011953805,0.005314132,0.09848605,0.011658574,0.013229774,0.015781923,0.3010754,2.36E-07,0.056226009,0.170269099,0.146038956,0.335024939,0.312353783,0.029499429,0.116626576,0.032550776,0.444520525,1.340791915,0.269063076,0.488731354,0.152812704,0.847231927,0.352091358,25.3664861,0.011632777,0.013203016,0.01574542,0.30054681,0.160336535,0.005111664,0.042729614,0.018344649,1.01E-05,1.638067543,0.014191572,189.9559739
22,SteadPy,0.949622996,0.011955794,0.005315064,0.098165009,0.011543275,0.013260132,0.01558004,0.155635997,2.35E-07,0.054434867,0.142399787,0.118166215,0.300683284,0.282163222,0.028620279,0.092818505,0.025617553,0.427066066,1.067025985,0.211377066,0.394979911,0.130429104,0.698757434,0.294064041,25.01200082,0.011512769,0.013228098,0.015536999,0.155309607,0.132585544,0.003481302,0.039071793,0.018467168,1.03E-05,1.621983299,0.014058413,192.3351047
23,SteadPy,1.073103483,0.011953714,0.005315657,0.098924945,0.011677289,0.013251144,0.015882106,0.293360696,2.36E-07,0.056217637,0.166738479,0.14769084,0.352879771,0.330178519,0.029755411,0.117423014,0.031742219,0.447539849,1.349556301,0.261320998,0.491327098,0.153013979,0.84911758,0.352062418,23.6936656,0.011650843,0.013223712,0.015844506,0.292833519,0.156796053,0.005054396,0.036418953,0.017403056,1.01E-05,1.637441184,0.014202037,187.3186982
24,SteadPy,0.945753013,0.01195619,0.005305047,0.098495334,0.01149208,0.013248505,0.015745101,0.136031549,2.36E-07,0.054206741,0.135598308,0.11390264,0.317533082,0.297471974,0.02881182,0.089679821,0.031448186,0.433826758,1.032880758,0.259823633,0.383997263,0.127078577,0.711756188,0.302148248,23.37839812,0.011459433,0.013214101,0.015698345,0.135724881,0.125602251,0.003127568,0.034950164,0.017723949,1.03E-05,1.609467807,0.014273639,192.2805991
25,SteadPy,1.010135433,0.011954837,0.005319573,0.098629424,0.01155939,0.013259584,0.015782622,0.194993245,2.37E-07,0.055357116,0.152074015,0.130160784,0.320008912,0.299851576,0.031049069,0.10328613,0.030920268,0.465586726,1.186290965,0.255113243,0.438781577,0.142666365,0.783846116,0.328606298,25.23303409,0.011530535,0.013229328,0.015741439,0.194607009,0.142137693,0.004053406,0.038468311,0.019118026,1.02E-05,1.627033258,0.014184448,187.9846945
26,SteadPy,1.014443058,0.011954389,0.005320045,0.09866208,0.011681616,0.013242176,0.015811366,0.212791541,2.35E-07,0.054868082,0.15445922,0.13664761,0.343884634,0.32613418,0.027044152,0.108396021,0.027214298,0.405686714,1.244844341,0.223892429,0.453026908,0.140958607,0.773830323,0.319831493,25.92680151,0.011652573,0.013212081,0.015770273,0.212371734,0.144404805,0.004271977,0.037426671,0.021799216,1.02E-05,1.614740975,0.01436884,189.5437996
27,SteadPy,1.083141097,0.011953775,0.005321448,0.09872113,0.01164893,0.013273493,0.016011167,0.272935518,2.36E-07,0.056101712,0.164286832,0.146651498,0.358885864,0.336595971,0.031871838,0.11744815,0.032758129,0.47856343,1.348405413,0.270263891,0.493628845,0.155098848,0.862457965,0.360457099,23.33676447,0.01162174,0.013245172,0.015972099,0.272430007,0.154208114,0.004874214,0.039310613,0.022341188,1.00E-05,1.628857541,0.014394794,187.2302511
28,SteadPy,1.057674961,0.011953787,0.005314689,0.098900464,0.011702621,0.013275657,0.015934756,0.278131254,2.36E-07,0.056035722,0.163199526,0.146403263,0.332265328,0.310810664,0.028928074,0.114687462,0.030277956,0.434679982,1.318353666,0.249127764,0.47879383,0.14876145,0.825928983,0.341428569,25.15045437,0.011675686,0.013247727,0.015896418,0.27762331,0.153319042,0.004932648,0.035966558,0.019498781,1.01E-05,1.638469826,0.014127505,189.8477859
29,SteadPy,1.048330389,0.011953821,0.005321845,0.098395542,0.011746828,0.013234344,0.015851171,0.269996587,2.36E-07,0.055661664,0.162753194,0.145805491,0.349095814,0.326841382,0.025325782,0.114646871,0.031520541,0.384158591,1.316140814,0.260593053,0.475131963,0.14421843,0.815505568,0.335950263,25.06675303,0.011719449,0.013206148,0.015812551,0.269497249,0.152782258,0.004852951,0.035047892,0.018726601,1.01E-05,1.629040001,0.014245798,188.4297779
30,SteadPy,0.956476006,0.011956105,0.005305493,0.098572728,0.011534599,0.013291964,0.015568556,0.147536377,2.36E-07,0.054347811,0.142299918,0.114739558,0.296964151,0.278911206,0.028746925,0.089910389,0.030473445,0.4322153,1.035435072,0.251485189,0.383534031,0.128374144,0.707992254,0.299769019,23.385827,0.01150376,0.013259479,0.015525046,0.147223365,0.132385936,0.003342441,0.043292964,0.01972646,1.04E-05,1.615597728,0.014175181,190.7563388
31,SteadPy,0.951316442,0.01195579,0.005306472,0.09886888,0.011587628,0.013271236,0.015801692,0.150694298,2.35E-07,0.054545673,0.139135892,0.118249708,0.314052104,0.294544777,0.027163511,0.092753814,0.029129934,0.408691016,1.067977474,0.239556353,0.392657352,0.126905927,0.708679425,0.298701135,24.68094868,0.011556177,0.013238309,0.015756859,0.150369728,0.129305133,0.003394497,0.03570165,0.018622701,1.03E-05,1.622478663,0.014056407,190.1357
32,SteadPy,1.081944232,0.011953601,0.00531494,0.098304679,0.011740405,0.01320551,0.015802958,0.343564571,2.36E-07,0.056329545,0.171529647,0.149608562,0.322631355,0.304651082,0.025064811,0.116830998,0.030142583,0.37945207,1.342923473,0.249194903,0.484048714,0.146140504,0.815927516,0.335497569,26.1901323,0.011715255,0.013179652,0.015767569,0.342980598,0.161824759,0.00540297,0.043843792,0.020585403,1.01E-05,1.651314117,0.013849813,188.3355281
33,SteadPy,1.00469234,0.011955003,0.005316233,0.098620904,0.011607149,0.013297853,0.015904339,0.183278423,2.35E-07,0.054947257,0.150261031,0.127927002,0.342340624,0.322063041,0.029831081,0.101404374,0.031859904,0.448816347,1.165423289,0.262957598,0.428747662,0.138231382,0.773467633,0.32644514,24.88634927,0.011577454,0.013266755,0.015861806,0.182906353,0.140214594,0.003889816,0.038433497,0.019117424,1.02E-05,1.616127729,0.014341557,184.553412
34,SteadPy,0.98848044,0.011954736,0.005310255,0.09794982,0.011646412,0.013220358,0.015649159,0.202542158,2.36E-07,0.054978515,0.152913456,0.131528319,0.314353994,0.29145174,0.026189823,0.102877505,0.028178729,0.394153404,1.183634085,0.233374052,0.431485901,0.135905825,0.747721999,0.310363286,23.61724793,0.011617718,0.013190585,0.015608856,0.202146194,0.143044244,0.00414844,0.037846369,0.018745233,1.03E-05,1.625840953,0.014090326,186.2972951
35,SteadPy,0.954980566,0.011955944,0.005311134,0.09785698,0.011521779,0.013317616,0.015669599,0.143331964,2.35E-07,0.05358538,0.141273456,0.116560018,0.301432187,0.283695369,0.031065629,0.092277105,0.026203733,0.462292474,1.061574997,0.21689749,0.394694746,0.132926136,0.709271269,0.300478904,27.06609938,0.011489696,0.013283717,0.015623989,0.143015242,0.131050943,0.003263584,0.039347823,0.019080437,1.03E-05,1.589760739,0.014627621,190.0785744
36,SteadPy,1.072467641,0.011953831,0.005315887,0.098173246,0.011646321,0.013243706,0.015804711,0.30428663,2.36E-07,0.056342677,0.16860839,0.145588358,0.359951148,0.33763616,0.03023463,0.114727549,0.029068298,0.452505564,1.318523498,0.240443754,0.481751367,0.151683558,0.824654868,0.342082904,23.40409374,0.011620774,0.013217152,0.015768471,0.303757018,0.158852902,0.00513881,0.041060575,0.017631097,1.01E-05,1.648838231,0.013937733,191.7911294
37,SteadPy,1.012805971,0.011954653,0.005311708,0.099021928,0.01161165,0.013255611,0.015809723,0.190203569,2.36E-07,0.054951833,0.149276804,0.132805471,0.35687221,0.333903581,0.029275349,0.10500994,0.031384237,0.440469916,1.207843384,0.258130957,0.443036478,0.141439251,0.786481484,0.329175722,22.97230472,0.011581525,0.013224175,0.015766847,0.189811996,0.139164713,0.003983583,0.035838893,0.022250606,1.02E-05,1.612739831,0.014432642,188.5936446
38,SteadPy,1.031175199,0.011954468,0.005319089,0.099285998,0.011623238,0.013292501,0.015790723,0.225295672,2.36E-07,0.055568004,0.15904014,0.135419423,0.339091933,0.320850685,0.030554797,0.106515571,0.031993423,0.459180905,1.223466577,0.262672664,0.449438432,0.144914635,0.80080382,0.335880526,23.50057787,0.011595536,0.013263542,0.015751382,0.224869597,0.149090073,0.004410812,0.039377955,0.017503025,1.02E-05,1.628973377,0.014218339,190.5190251
39,SteadPy,1.026566147,0.011954544,0.005312465,0.098851138,0.011612928,0.013251413,0.015902134,0.213490292,2.36E-07,0.055364149,0.156508817,0.134309656,0.317698119,0.296140043,0.029264827,0.105906621,0.032847941,0.441309116,1.217977205,0.270718875,0.446670603,0.141615048,0.796912763,0.334935016,23.5990829,0.011584604,0.013221869,0.015861589,0.213077101,0.14650233,0.004277688,0.041597301,0.021517074,1.01E-05,1.623490268,0.014312176,185.8865318
40,SteadPy,1.052766543,0.011953771,0.005318427,0.09878162,0.011660467,0.013260247,0.015932012,0.262485061,2.37E-07,0.055428745,0.162507076,0.146743072,0.331289196,0.313570821,0.030367169,0.115138159,0.028747838,0.454289015,1.322616297,0.236579814,0.482965931,0.151220861,0.827809562,0.341164153,24.97521501,0.011632768,0.013231454,0.01589245,0.261990296,0.152371698,0.004795013,0.034907043,0.020108686,1.01E-05,1.61752442,0.014482733,190.2432251
