Language,Weighted_Average,S_su,S_aa,S_fa,S_va,S_bu,S_pr,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_nh3,S_cat,S_an,S_gas_h2,S_gas_ch4,S_gas_co2,time,,,
DynPy,1.55734472,0.011962563,0.005330246,0.099127797,0.011702657,0.013214788,0.015973612,0.097525956,2.36E-07,0.053004375,0.103208726,0.180203771,0.439283152,0.428811807,0.033073729,0.142337863,0.035262863,0.497447277,1.631390633,0.290188562,0.592890594,0.180095122,1.041487877,0.412246428,26.40347872,0.011701332,0.013213423,0.015971717,0.097517183,0.102882944,0.074833879,0.021752814,0.022421316,9.46E-06,1.482985622,0.017359634,51.03986073,,,
DynPy,0.939886893,0.011957416,0.005307565,0.099657766,0.011350646,0.013426606,0.015638884,0.09477738,2.33E-07,0.051888833,0.116399705,0.102601335,0.270078423,0.251993279,0.034846451,0.079455606,0.034640239,0.522470951,0.914751343,0.283787845,0.348804226,0.127361957,0.699500176,0.311637385,32.73134452,0.011308855,0.013381507,0.015578602,0.094499988,0.105499323,0.002185623,0.03308603,0.026248402,1.01E-05,1.532892463,0.015667715,51.17749453,,,
DynPy,1.42177311,0.011961796,0.005320477,0.098804666,0.011624248,0.013303414,0.016262754,0.104312905,2.35E-07,0.05271571,0.110042455,0.151600209,0.282553386,0.274670432,0.034838023,0.119483363,0.031936639,0.519995695,1.372028184,0.263073571,0.504265707,0.158966338,0.915618797,0.371447402,28.06294706,0.011622971,0.013302081,0.016260882,0.104303798,0.109705274,0.064055706,0.039011811,0.014923392,9.73E-06,1.507958462,0.016502384,50.84326792,,,
DynPy,1.739264588,0.011970497,0.005332792,0.098475121,0.011769776,0.013273007,0.016024587,0.073099077,2.36E-07,0.05202216,0.114080906,0.187244183,0.346137628,0.335260654,0.034392934,0.148346951,0.02044692,0.505175774,1.699486132,0.167217065,0.614186434,0.185878581,1.035806903,0.389224399,28.97257281,0.011769049,0.013272259,0.01602355,0.073095489,0.113884127,0.105887118,0.046592061,0.012615915,9.51E-06,1.461751581,0.017612056,50.68505836,,,
DynPy,1.003832757,0.011955143,0.005317863,0.099161461,0.011672488,0.013283933,0.016100586,0.159722133,2.36E-07,0.054624303,0.141984183,0.126175749,0.416050273,0.389492744,0.02568535,0.099247273,0.041408965,0.396499302,1.140283982,0.34159296,0.415957502,0.129580253,0.790798957,0.334626587,13.56315692,0.011639985,0.01325019,0.016053647,0.159368654,0.131702041,0.003532784,0.034538454,0.02270663,1.01E-05,1.599774675,0.014686634,51.11272788,,,
DynPy,1.612440472,0.011972542,0.005331597,0.100021242,0.011823779,0.013329648,0.015854808,0.069764522,2.38E-07,0.052872577,0.109498796,0.175226776,0.43701201,0.420841091,0.031026204,0.136202341,0.026716146,0.461208014,1.560755193,0.217258173,0.561436437,0.172061129,0.980228121,0.372007711,34.66777041,0.011822815,0.013328656,0.015853454,0.069760001,0.109249628,0.086997412,0.038170404,0.015759988,9.76E-06,1.502680824,0.016753119,50.9732182,,,
DynPy,0.916194245,0.011956634,0.005296248,0.097320252,0.011716644,0.013224419,0.015546542,0.153024308,2.33E-07,0.054111703,0.146441898,0.109170216,0.334926459,0.318801327,0.019803654,0.085897112,0.020308927,0.297559667,0.990952549,0.167844901,0.356872579,0.110689238,0.605648606,0.248245219,35.47534983,0.011688035,0.013194963,0.015506796,0.15272736,0.137061742,0.003473236,0.046376242,0.012347418,1.05E-05,1.641034058,0.013422668,50.98963404,,,
DynPy,1.391612226,0.011961812,0.005320002,0.098749621,0.011787978,0.013321061,0.015572453,0.111656283,2.38E-07,0.051521175,0.116472053,0.163467042,0.394133726,0.371088947,0.030092059,0.125729883,0.021526505,0.444752287,1.443785328,0.176047156,0.520354571,0.163225531,0.877132794,0.338641613,37.41679612,0.01178636,0.013319392,0.015570214,0.111644103,0.116026488,0.060373214,0.028153962,0.01318697,9.95E-06,1.481132548,0.016854599,50.67175126,,,
DynPy,0.851387605,0.011964092,0.005298916,0.097342948,0.011042371,0.013650208,0.015799463,0.053508344,2.36E-07,0.048556668,0.080118014,0.066333467,0.34871997,0.331465649,0.035800196,0.054433861,0.028221001,0.531329556,0.627967026,0.235129827,0.251097668,0.104163565,0.554095284,0.253027043,32.99863498,0.010977243,0.013576746,0.015701914,0.053257359,0.068718801,0.00088726,0.025734955,0.021352218,1.06E-05,1.463487942,0.016225575,51.31553888,,,
DynPy,0.949607129,0.011956523,0.005289898,0.099330252,0.011594642,0.013074703,0.015340192,0.137559668,2.34E-07,0.055315855,0.133045769,0.110365219,0.343113184,0.322680747,0.017991637,0.08407255,0.041653705,0.286655989,0.971038217,0.343026499,0.352661344,0.109148445,0.687374413,0.292991292,15.60686664,0.011563179,0.013042338,0.015296609,0.137262996,0.123639635,0.003168783,0.046680345,0.027818212,1.03E-05,1.654698889,0.01345018,51.02619219,,,
DynPy,0.896753665,0.011956792,0.005298947,0.096940466,0.011548645,0.012989391,0.015485565,0.167424664,2.31E-07,0.054891347,0.150532427,0.107555758,0.225535437,0.202704391,0.016943594,0.079726602,0.024226091,0.25903264,0.919285623,0.201599715,0.335104228,0.101209183,0.579020814,0.241807725,35.1439602,0.01152261,0.012962679,0.015449013,0.167124707,0.141587569,0.003697089,0.052115117,0.011499907,1.05E-05,1.674263843,0.012801089,50.98050022,,,
DynPy,1.391599369,0.011965789,0.005333729,0.10032499,0.011759128,0.013092804,0.016188405,0.130879557,2.34E-07,0.052473676,0.113093275,0.142897308,0.326762164,0.299242558,0.01928457,0.116746986,0.041537627,0.30458065,1.337361361,0.339188812,0.480277704,0.135502637,0.882635297,0.351207718,27.04728504,0.011757864,0.01309152,0.016186583,0.130868381,0.112754348,0.061155595,0.045836026,0.012481693,9.74E-06,1.505174382,0.016569047,50.64619803,,,
DynPy,1.373613699,0.011961579,0.005311332,0.097986415,0.011655621,0.013253696,0.016356518,0.098145867,2.36E-07,0.051446444,0.113437205,0.158873633,0.269963746,0.242501178,0.03408774,0.126680055,0.017955801,0.499393527,1.457076858,0.147008946,0.531660306,0.162648674,0.882550447,0.344657597,19.7249868,0.011654091,0.01325211,0.01635427,0.098135634,0.113022367,0.060359811,0.041466179,0.025127919,9.84E-06,1.477151901,0.016970056,50.98112893,,,
DynPy,0.900290229,0.011958693,0.00529577,0.098746483,0.011329506,0.013106913,0.015505879,0.110781035,2.36E-07,0.055199323,0.126345468,0.092325998,0.326408685,0.301781706,0.024543405,0.073341806,0.029161796,0.371327298,0.84627517,0.240181945,0.318723914,0.1069484,0.605771224,0.257851858,30.99193426,0.011298519,0.013074211,0.015461477,0.110540227,0.117347299,0.002630599,0.045512151,0.015858466,1.07E-05,1.675241583,0.012898991,50.7735815,,,
DynPy,1.468238021,0.011964094,0.005319099,0.099997667,0.011737769,0.013148769,0.01609723,0.113203508,2.37E-07,0.052370244,0.117423233,0.158053208,0.309206239,0.297737754,0.025090241,0.128062767,0.035135766,0.383322091,1.470863034,0.287165257,0.529737226,0.154510078,0.937266964,0.365337185,31.53425677,0.01173644,0.013147411,0.016095321,0.113193325,0.117052564,0.06563344,0.053513415,0.026816374,9.78E-06,1.493108541,0.016842528,50.99048066,,,
DynPy,0.90335111,0.011957931,0.005309597,0.100778996,0.011574063,0.013120153,0.016029764,0.097873442,2.35E-07,0.054087277,0.111837403,0.098163762,0.383661108,0.373254515,0.01896797,0.079682015,0.037447428,0.297846144,0.917036922,0.304438355,0.335696401,0.102203899,0.647630576,0.276011597,20.93048967,0.011534926,0.01307968,0.015973016,0.097610375,0.102147342,0.002273222,0.030165462,0.022103279,1.05E-05,1.624204797,0.013858118,50.83689523,,,
DynPy,0.832862308,0.011961667,0.005313548,0.098170405,0.011312907,0.013413207,0.014878963,0.066580943,2.32E-07,0.050913942,0.095226874,0.075773041,0.26191259,0.247323938,0.026782819,0.059279491,0.023381367,0.399448286,0.681878936,0.192550724,0.261210905,0.100127638,0.519316176,0.229281467,24.51159719,0.011264506,0.01336085,0.014812318,0.066354474,0.085013735,0.001392373,0.041560775,0.029620714,1.06E-05,1.555932942,0.014580017,51.03828835,,,
DynPy,0.929370792,0.011957426,0.005285833,0.097980159,0.01115994,0.013339384,0.015456625,0.094809128,2.39E-07,0.052714115,0.11465691,0.102512768,0.267505693,0.245600462,0.039207959,0.079899668,0.034359915,0.584822431,0.923572266,0.285685728,0.358743429,0.135812891,0.720273494,0.316340008,32.30489258,0.011119001,0.013294741,0.015397262,0.094532651,0.103955187,0.002191547,0.022846633,0.01746121,1.03E-05,1.553745742,0.015259519,51.29129505,,,
DynPy,1.902002305,0.011968604,0.00532545,0.095181433,0.011826778,0.01335074,0.015898084,0.083455617,2.38E-07,0.049917033,0.080051296,0.18735093,0.353983777,0.346996847,0.035518153,0.149833637,0.019057729,0.520524125,1.718990813,0.15999839,0.618131926,0.190236668,1.051982567,0.387204206,23.17440759,0.011826345,0.013350294,0.015897474,0.08345319,0.079969413,0.128736487,0.046850567,0.023868281,9.19E-06,1.364458817,0.019672515,51.08488464,,,
DynPy,1.330977247,0.011965395,0.005307,0.098987719,0.011801716,0.013178668,0.016251792,0.098146768,2.38E-07,0.051986371,0.103857622,0.149990243,0.270083278,0.248265694,0.022327031,0.121190207,0.028045422,0.338824996,1.39511257,0.230252824,0.497917565,0.142627691,0.84992457,0.327990595,28.91488163,0.011800209,0.013177132,0.016249618,0.098136809,0.103487951,0.057947073,0.031821655,0.018547527,1.00E-05,1.504500379,0.016392185,50.98562002,,,
DynPy,0.813564345,0.011963029,0.005310007,0.100382855,0.011248305,0.013534245,0.014764677,0.062484992,2.33E-07,0.051765432,0.090010844,0.069920748,0.221321315,0.197051749,0.028134657,0.054378461,0.029677722,0.422882431,0.6259969,0.241202471,0.242831958,0.098598922,0.52869641,0.238984237,20.81729796,0.011198456,0.013479523,0.014696176,0.062264834,0.080048185,0.001240996,0.035313902,0.022703002,1.07E-05,1.58016125,0.014212328,50.95795679,,,
DynPy,1.931941547,0.011978358,0.005314709,0.099717254,0.011972011,0.013184651,0.016041237,0.135868855,2.37E-07,0.053911022,0.074105298,0.188148223,0.32770769,0.306536987,0.018129073,0.146452706,0.036203868,0.284279881,1.683409123,0.296592053,0.589324639,0.161723174,1.043557038,0.381010495,26.49419341,0.011971595,0.013184233,0.016040653,0.135865102,0.07403333,0.131364352,0.049008846,0.029310004,8.62E-06,1.419996743,0.019569188,50.58868551,,,
DynPy,2.063641209,0.011936734,0.005328203,0.09583773,0.011914243,0.013120195,0.015363806,4.109357446,2.36E-07,0.052876182,0.130581742,0.152299285,0.244075623,0.223767715,0.014935835,0.117920181,0.021708766,0.22938978,1.35208627,0.182102267,0.476488325,0.135021251,0.588412268,0.289789354,13.94165494,0.011888092,0.013093926,0.015328497,4.102189471,0.123015652,0.005372248,0.057178886,0.016717053,1.06E-05,1.589863793,0.014342081,50.67901683,,,
DynPy,0.892050069,0.011961004,0.005301174,0.098349409,0.011150354,0.013655769,0.015527263,0.089416312,2.33E-07,0.054046946,0.122862896,0.078684059,0.326370455,0.305822029,0.038249843,0.062370579,0.026408412,0.565376812,0.719089283,0.217701647,0.283656345,0.116643679,0.593344448,0.271203811,23.35016298,0.011117234,0.013618767,0.015478976,0.089205213,0.113415769,0.002068503,0.050389687,0.011918407,1.05E-05,1.636661666,0.013536276,50.86074972,,,
DynPy,0.933556459,0.011956503,0.005298977,0.097583318,0.011489985,0.013046628,0.015673326,0.149158465,2.33E-07,0.055623688,0.136862507,0.110513748,0.337267365,0.323204897,0.021381993,0.084944807,0.030507528,0.326968301,0.979478312,0.253706199,0.360658073,0.112047535,0.653661401,0.276508464,14.82991863,0.011460819,0.013016418,0.015631671,0.148857558,0.127771238,0.003385918,0.047597209,0.024351325,1.04E-05,1.675435326,0.012928203,51.14876246,,,
DynPy,0.905663463,0.011961755,0.005296155,0.099278702,0.0109761,0.01338068,0.015832494,0.077499716,2.34E-07,0.053870804,0.111228251,0.0751423,0.324159671,0.298703373,0.035286497,0.06056989,0.034671187,0.528780035,0.698967165,0.285062109,0.278911459,0.109314208,0.614244961,0.279791516,15.21124338,0.010939032,0.013339456,0.015776515,0.077291678,0.101602299,0.001742294,0.056553809,0.02686661,1.05E-05,1.624889515,0.013749153,50.92237401,,,
DynPy,0.824332831,0.011958289,0.005309749,0.097887056,0.011486482,0.012993914,0.015204387,0.082226709,2.37E-07,0.050151343,0.104807808,0.095666786,0.352150651,0.325673928,0.017519876,0.073674633,0.023347051,0.266574611,0.847922657,0.192856753,0.312368887,0.098054384,0.548841496,0.224781512,19.39100273,0.01144022,0.012946169,0.015140279,0.081963438,0.094161784,0.001865779,0.021521178,0.019608309,1.08E-05,1.523320167,0.015219373,51.26980925,,,
DynPy,0.800858986,0.011962874,0.005294792,0.100479072,0.011222859,0.013211629,0.015524032,0.057782052,2.36E-07,0.049319579,0.084946691,0.070753132,0.274822226,0.264068094,0.02136311,0.052745523,0.033901285,0.329500457,0.608898001,0.276049484,0.233265531,0.083194923,0.51370709,0.226557768,15.72828732,0.01116461,0.013149063,0.015439682,0.057543577,0.074132707,0.001074215,0.028922061,0.023295224,1.08E-05,1.503632168,0.015477598,51.05753303,,,
DynPy,1.527296376,0.011960813,0.005311125,0.098395797,0.011707136,0.013429,0.015690851,0.097749919,2.37E-07,0.052294351,0.115213516,0.167856716,0.394704885,0.385675817,0.040872113,0.13378531,0.027193045,0.602657697,1.538816255,0.224166928,0.561752529,0.185850263,0.995115987,0.396225838,30.44620574,0.011705829,0.013427633,0.015689016,0.09774125,0.114854943,0.070284965,0.040873046,0.02176888,9.58E-06,1.472274421,0.017398135,51.83142519,,,
DynPy,1.470103533,0.01196215,0.005312959,0.098444899,0.011679503,0.01342869,0.015998055,0.092290976,2.38E-07,0.053533567,0.095133765,0.149055327,0.441736256,0.423781742,0.036211126,0.117132665,0.039233343,0.544893436,1.346923379,0.325379778,0.493493072,0.161745201,0.946321839,0.383874129,37.9709286,0.011678337,0.013427468,0.015996383,0.09228366,0.094869011,0.066514431,0.024502941,0.010434915,9.81E-06,1.525933705,0.016325608,50.81094909,,,
DynPy,1.352408301,0.011962576,0.005321248,0.096631718,0.011584821,0.013270129,0.01631612,0.113373179,2.36E-07,0.052091163,0.128579273,0.140614421,0.316680694,0.3014874,0.032446573,0.108991574,0.025497293,0.481377073,1.251385576,0.213044436,0.461728507,0.145321136,0.827854748,0.329568884,21.81714193,0.011583479,0.013268727,0.016314141,0.113362747,0.128164112,0.057619302,0.057369929,0.010132365,1.00E-05,1.514279635,0.016176352,50.88098955,,,
DynPy,0.991976389,0.011953877,0.005312204,0.097372548,0.011749689,0.013278478,0.016183341,0.233960005,2.36E-07,0.053360338,0.161915212,0.144942453,0.27931462,0.267386849,0.027366516,0.11400049,0.019157546,0.404507996,1.311062205,0.158069172,0.473191668,0.143135129,0.765165994,0.308839827,14.09323776,0.011720364,0.013248247,0.016141053,0.233495951,0.151328971,0.004514397,0.036732262,0.021899138,1.02E-05,1.56795087,0.015142344,51.2403357,,,
DynPy,2.794798671,0.011956756,0.00530802,0.100416582,0.011605039,0.013230382,0.016045257,5.418619254,2.35E-07,0.070931752,0.084412929,0.167599849,0.313849854,0.300664932,0.035443079,0.128635248,0.031026212,0.528097734,1.48043649,0.252204568,0.542709356,0.169983218,0.728661891,0.38611979,14.90917682,0.011602336,0.013227573,0.016041345,5.417616873,0.083866738,0.043019122,0.059727505,0.01550309,1.18E-05,2.301375236,0.001962565,50.97680545,,,
DynPy,0.882179336,0.011957905,0.005295835,0.096860945,0.011462468,0.013274304,0.01525097,0.09724623,2.36E-07,0.052765842,0.113710909,0.098388752,0.282285888,0.254611892,0.026292559,0.075789267,0.019820503,0.389458422,0.874466566,0.164473995,0.326004677,0.112767916,0.58090264,0.24301931,37.05023061,0.011423906,0.013233565,0.015197254,0.096986184,0.103904594,0.00228988,0.03593065,0.026335797,1.07E-05,1.601276246,0.014030888,50.84378076,,,
DynPy,1.456418345,0.011966331,0.005321012,0.099572491,0.011803932,0.013156212,0.016166912,0.101783654,2.36E-07,0.052784089,0.103475408,0.157070492,0.397042537,0.377992279,0.021144405,0.123617646,0.041140356,0.330787323,1.419338389,0.338071915,0.507155494,0.1445681,0.925710101,0.364102188,34.95976669,0.011802569,0.013154828,0.016164959,0.101774322,0.103142532,0.064503029,0.038545687,0.026084059,9.78E-06,1.509981699,0.016484914,51.08397961,,,
DynPy,1.448151995,0.011961343,0.005332898,0.09483822,0.011744885,0.013349558,0.015625263,0.102947246,2.38E-07,0.051332886,0.119967063,0.16567682,0.423265842,0.412161434,0.03442907,0.129344878,0.020696954,0.50639663,1.481799453,0.174889918,0.538925172,0.172515978,0.909817419,0.354062494,24.23905357,0.011743345,0.013347961,0.015623117,0.10293652,0.119528656,0.062972261,0.046045763,0.02732243,9.84E-06,1.464863926,0.017234337,50.68748498,,,
DynPy,1.599294381,0.011973733,0.005324819,0.098823223,0.011728065,0.013162499,0.016285503,0.070447184,2.35E-07,0.052032304,0.115059724,0.181625957,0.360528759,0.346684526,0.029746286,0.140852667,0.01938978,0.437919079,1.616040408,0.157907493,0.583655297,0.169860565,0.964067047,0.362191902,26.1587916,0.011727043,0.013161453,0.016284018,0.07044231,0.114780163,0.087192762,0.0472103,0.025461353,9.68E-06,1.480851335,0.017131724,51.2137661,,,
DynPy,0.979823427,0.011954388,0.005323464,0.098521973,0.011736243,0.013101179,0.016070172,0.170065701,2.39E-07,0.054842214,0.137501165,0.136854177,0.301488791,0.289200572,0.019559018,0.110654561,0.039026064,0.307094724,1.269967377,0.32354563,0.456840274,0.131210129,0.812481769,0.328869761,19.63088256,0.011702465,0.013066781,0.016021747,0.169676672,0.127233053,0.003710193,0.020309787,0.023288057,1.02E-05,1.603249695,0.014665737,51.18514776,,,
DynPy,1.060095502,0.01195402,0.005327596,0.097279496,0.011636973,0.013358918,0.015871622,0.210246093,2.36E-07,0.054678667,0.153993466,0.142650965,0.428231759,0.40236543,0.03550242,0.11517098,0.025041949,0.525196836,1.320800377,0.208131977,0.486512803,0.158959376,0.836829345,0.34631506,30.99562923,0.011606675,0.013327191,0.015828357,0.209811053,0.143518805,0.004264118,0.031709218,0.023018001,1.00E-05,1.590435034,0.015040136,51.25602746,,,
DynPy,1.613670885,0.011960887,0.005318654,0.100207065,0.011670903,0.013293176,0.015928613,0.111760314,2.39E-07,0.053874822,0.109773831,0.180334635,0.339491778,0.319594419,0.039527124,0.145875505,0.036087033,0.59015169,1.675516906,0.294610976,0.6122416,0.193393687,1.097135374,0.431184252,14.95104013,0.011669725,0.013291952,0.01592693,0.111751356,0.109464948,0.079980265,0.038913366,0.027760369,9.50E-06,1.497105231,0.017275538,50.77414489,,,
DynPy,0.877602524,0.011958396,0.005282705,0.098323865,0.011311025,0.01321788,0.015882718,0.088447277,2.35E-07,0.051795414,0.11221731,0.094781892,0.305297333,0.285416464,0.02826663,0.074121844,0.030795729,0.42601851,0.857357675,0.254707184,0.324422862,0.111008243,0.627795723,0.273664915,36.17081424,0.011269369,0.01317347,0.015821479,0.088188342,0.101706006,0.002018516,0.021216216,0.01061751,1.04E-05,1.551765246,0.015024335,51.24719644,,,
DynPy,3.917220256,0.011936992,0.005324208,0.096586942,0.011653884,0.013253356,0.016279369,10.39447422,2.39E-07,0.053583964,0.081721896,0.186874879,0.29891287,0.281277391,0.03929914,0.146942371,0.027457932,0.581906619,1.685958426,0.230090543,0.617139468,0.189844322,0.603683579,0.411277083,14.54812253,0.011429972,0.013020725,0.01595214,10.23520617,0.052801306,0.000764143,0.051340428,0.024446194,1.12E-05,1.662733974,0.012675605,50.64015698,,,
DynPy,1.506896808,0.011962912,0.00531719,0.098234153,0.011701445,0.01321097,0.016289272,0.099807917,2.38E-07,0.052606807,0.109464501,0.170130728,0.355141727,0.3402475,0.030872796,0.133620667,0.035669662,0.4656718,1.535217595,0.295886432,0.556703027,0.166162849,0.992197406,0.3894677,17.28304747,0.011700105,0.01320959,0.016287319,0.09979884,0.109115175,0.070198303,0.040188159,0.029148669,9.66E-06,1.48461875,0.017201275,50.94938993,,,
DynPy,0.891089374,0.011958128,0.005289344,0.100090541,0.011461596,0.013252073,0.015358872,0.088749496,2.35E-07,0.053795084,0.105205492,0.096796669,0.292953651,0.267705643,0.025886844,0.078420978,0.034917728,0.394546204,0.905959566,0.285185174,0.337082464,0.115071567,0.663105428,0.285224079,23.01264489,0.011419239,0.013207393,0.015299448,0.088488775,0.095319909,0.002054426,0.02653885,0.024304142,1.04E-05,1.610161238,0.014135717,50.95513201,,,
DynPy,0.925919233,0.0119558,0.005327261,0.099395347,0.011577558,0.013004192,0.015310333,0.118560567,2.34E-07,0.054355534,0.115271694,0.11838252,0.334278565,0.318990162,0.017974002,0.08964518,0.037219248,0.283216705,1.028236615,0.305939723,0.375816314,0.114264289,0.697058601,0.290399312,26.03937706,0.011539156,0.012964841,0.015257165,0.118247975,0.105458795,0.002793619,0.020704314,0.028713657,1.03E-05,1.621070439,0.014034872,51.05957985,,,
DynPy,0.958261025,0.011955311,0.005300866,0.098893663,0.011706561,0.013176095,0.015405715,0.191393768,2.36E-07,0.054184608,0.157051669,0.12377956,0.329562862,0.305770407,0.02117373,0.097214042,0.02474494,0.319699633,1.120451344,0.202844569,0.403911928,0.124669963,0.68680948,0.278708105,25.87148867,0.011678746,0.013147538,0.015367391,0.191032376,0.147246684,0.004043785,0.045127127,0.014355209,1.04E-05,1.619303085,0.014014865,50.91331434,,,
DynPy,0.838767499,0.011963875,0.00531615,0.099692061,0.011000747,0.013446135,0.015494109,0.051028778,2.33E-07,0.047463329,0.073538535,0.067440825,0.30731681,0.280259453,0.033421349,0.055828394,0.028808627,0.498161162,0.641980145,0.235336903,0.256871516,0.103740374,0.556394861,0.253321251,37.20679527,0.010925857,0.013362602,0.015383694,0.050752451,0.061711792,0.000782213,0.020329403,0.024209693,1.04E-05,1.427155515,0.016821147,51.32220531,,,
DynPy,0.93594706,0.011955157,0.005301398,0.09623479,0.01159105,0.013186373,0.015826327,0.160181341,2.37E-07,0.053616461,0.141994143,0.125980729,0.274291962,0.246471533,0.027236478,0.101587665,0.021549204,0.404058199,1.170748998,0.180127956,0.428590791,0.134471826,0.716531454,0.292942957,22.16457172,0.011558974,0.013153085,0.015780472,0.159829038,0.131770432,0.003548706,0.030341579,0.018226661,1.03E-05,1.590078803,0.014620584,50.79077482,,,
DynPy,0.974958161,0.01195517,0.005320136,0.097830065,0.01167748,0.013361664,0.015579533,0.138745902,2.36E-07,0.053683445,0.13268283,0.126032797,0.385277064,0.363306377,0.029572488,0.102889548,0.033442674,0.446511414,1.181634779,0.278090578,0.43226974,0.141900363,0.78929797,0.331196523,19.76936332,0.011641173,0.013323766,0.015528818,0.138403024,0.122040671,0.003168588,0.021305875,0.019688535,1.01E-05,1.569196224,0.015188241,51.26081371,,,
DynPy,1.67307766,0.011961341,0.005316843,0.100868045,0.011716928,0.013264182,0.01631692,0.112082967,2.36E-07,0.054199743,0.105786126,0.191861143,0.465168798,0.454530322,0.037304897,0.153396891,0.039553598,0.560913431,1.762427095,0.321447156,0.639230124,0.193108492,1.140015324,0.451448102,23.50369188,0.01171572,0.013262934,0.016315158,0.112073785,0.105481922,0.084061343,0.023961394,0.024228631,9.30E-06,1.494975037,0.017346309,50.91090751,,,
DynPy,0.859647357,0.011961,0.005300139,0.09633802,0.010960627,0.013410807,0.015420846,0.059970685,2.34E-07,0.048219324,0.086994624,0.079544779,0.375508969,0.347347318,0.040326706,0.065581848,0.020316597,0.59041638,0.756254099,0.169431968,0.303105765,0.123040365,0.592353729,0.265562188,24.7468052,0.010899865,0.013342971,0.015331352,0.059706303,0.075263838,0.001131397,0.020911067,0.022854823,1.04E-05,1.442176223,0.016777041,51.35691524,,,
DynPy,1.08847078,0.0119545,0.00532802,0.099228543,0.011574382,0.013389751,0.016019662,0.236601041,2.37E-07,0.056371463,0.164542045,0.13494829,0.386016128,0.367838356,0.036392218,0.108053126,0.039387748,0.547601936,1.239075065,0.324562348,0.460596553,0.153473753,0.865756564,0.371298625,15.10796582,0.011547588,0.013361477,0.015980834,0.236165768,0.154517761,0.004521247,0.050593303,0.022530165,1.00E-05,1.634957611,0.014379487,51.12208223,,,
DynPy,1.022762336,0.011955283,0.005316391,0.100334699,0.011422812,0.013243332,0.015626538,0.162529789,2.38E-07,0.054434123,0.149363792,0.124378858,0.347702354,0.335534138,0.034558558,0.100031794,0.038523804,0.521422525,1.149651759,0.31453977,0.43221119,0.146657243,0.818725454,0.349807086,31.23119032,0.011391879,0.013210616,0.015582231,0.162179978,0.138824007,0.003578224,0.03579428,0.014959866,1.01E-05,1.583991828,0.015018133,51.40870643,,,
DynPy,0.849979938,0.011962237,0.005307344,0.099150652,0.011386937,0.013183018,0.015037815,0.070400946,2.38E-07,0.051997007,0.104700911,0.073050054,0.321135691,0.300842155,0.019433416,0.060074802,0.040966958,0.306948344,0.691891413,0.338229715,0.259829551,0.090240597,0.572152723,0.249569822,14.41648721,0.011343572,0.013137215,0.014977859,0.070187816,0.094590644,0.00150532,0.044470691,0.020057381,1.07E-05,1.575363483,0.014427801,50.94316411,,,
DynPy,1.035630776,0.011954198,0.005326055,0.100462931,0.011815002,0.013188212,0.016269254,0.244373642,2.37E-07,0.056103452,0.159067455,0.139500295,0.320469921,0.299083666,0.020064017,0.113102288,0.037559565,0.313577616,1.297432085,0.306172395,0.463947811,0.132605622,0.816701328,0.333769848,17.8111671,0.011787367,0.013160073,0.016229412,0.243919394,0.149281925,0.004627154,0.042316807,0.023812346,1.02E-05,1.644273563,0.013991511,51.13724732,,,
DynPy,0.933242956,0.011955527,0.005329421,0.099651041,0.011665106,0.013204665,0.015224163,0.138339943,2.36E-07,0.052331562,0.1358126,0.121437032,0.258395381,0.232890266,0.022796342,0.093993571,0.025008032,0.343310759,1.077651983,0.203743923,0.392993508,0.125381416,0.677151698,0.278384795,26.64541615,0.011630201,0.01316862,0.015176467,0.138010923,0.125298206,0.003169507,0.038827166,0.029365882,1.04E-05,1.558506778,0.015031814,51.1005218,,,
DynPy,0.942088976,0.011955533,0.005304604,0.099991662,0.011687452,0.013299445,0.015478404,0.133479159,2.36E-07,0.054297011,0.126015505,0.121446502,0.302279119,0.277908841,0.024261067,0.093478767,0.035444817,0.372004868,1.07668217,0.289772122,0.391157581,0.126060607,0.729318264,0.30703647,18.64420935,0.011651331,0.013261949,0.01542832,0.133151271,0.115963943,0.003071255,0.025776328,0.025830044,1.03E-05,1.607755228,0.014401138,51.21401429,,,
DynPy,2.469685813,0.011949345,0.005320585,0.09817944,0.011859498,0.013145246,0.016299669,5.073881095,2.38E-07,0.07500148,0.103936642,0.174651629,0.403004938,0.375365215,0.021015338,0.137024557,0.028813736,0.320499241,1.573256712,0.238446629,0.558269767,0.154649183,0.69733913,0.352530988,27.44424717,0.011844866,0.013130453,0.016278611,5.068907031,0.100466488,0.010676202,0.038207442,0.02222915,1.20E-05,2.43781328,-0.000201566,50.6225071,,,
DynPy,0.883396613,0.011959089,0.005309126,0.098535291,0.011154994,0.013302217,0.015956534,0.085095251,2.35E-07,0.054090259,0.106975042,0.089935506,0.228642582,0.217707694,0.032787232,0.069291178,0.038494644,0.495515155,0.797568643,0.318905714,0.310630739,0.113214168,0.664819099,0.296617668,19.42128411,0.011114865,0.01325856,0.015896437,0.084851908,0.097166511,0.001959929,0.029094808,0.018299461,1.04E-05,1.617964726,0.014033935,51.25143981,,,
